invoice_and_item_number,date,store_number,store_name,address,city,county,zip_code,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,month_name,quarter,day_of_week,margin_per_bottle,margin_pct,price_per_liter
INV-046592694,2026-03-28,6953,Hy-Vee #3 / Bdi / Des Moines,4663 Elm Rd,Davenport,Scott,51968,1051100,Spiced Rum,843,Heaven Hill Brands,17432,Jack Daniels Tennessee Whiskey,24,1750,4.32,6.48,8,51.84,14.0,3.7,2026,3,Mar,1,Saturday,2.16,33.33,3.7
INV-019855438,2026-04-21,6553,Benz Distributing,4095 Elm Rd,Ames,Story,51726,1051200,Rum,997,Southern Glazer'S Wine And Spirits Of Iowa,73690,Black Velvet,6,1750,37.2,55.8,12,669.6,21.0,5.55,2026,4,Apr,2,Tuesday,18.6,33.33,31.89
INV-060456057,2026-04-13,1045,Benz Distributing,6052 Oak Ave,Iowa City,Johnson,50056,1032100,Irish Whiskies,241,Beam Suntory,60379,Crown Royal Canadian Whisky,12,750,85.41,128.12,10,1281.2,7.5,1.98,2026,4,Apr,2,Monday,42.71,33.34,170.83
INV-039002011,2026-01-10,7361,Hy-Vee #3 / Bdi / Des Moines,8569 Park Blvd,Council Bluffs,Pottawattamie,50199,1051200,Rum,438,Hy-Vee Inc,16793,Smirnoff Vodka,24,1750,109.19,163.78,1,163.78,1.75,0.46,2026,1,Jan,1,Saturday,54.59,33.33,93.59
INV-081256437,2026-02-20,2437,Sam'S Club 6344 / Windsor Heights,7127 Elm Rd,Des Moines,Polk,50033,1011200,Imported Vodkas,738,Beam Suntory,81436,Jack Daniels Tennessee Whiskey,6,1750,46.72,70.08,3,210.24,5.25,1.39,2026,2,Feb,1,Friday,23.36,33.33,40.05
INV-041844175,2026-03-17,1472,I-80 Liquor / Council Bluffs,2445 Elm Rd,Des Moines,Polk,50555,1041100,100% Agave Tequila,123,E & J Gallo Winery,89732,Fireball Cinnamon Whiskey,6,375,10.34,15.51,12,186.12,4.5,1.19,2026,3,Mar,1,Tuesday,5.17,33.33,41.36
INV-025047673,2026-02-03,4058,I-80 Liquor / Council Bluffs,6529 Main St,Davenport,Scott,50203,1011400,American Flavored Vodka,738,Brown Forman,79919,Smirnoff Vodka,24,1750,73.1,109.65,4,438.6,7.0,1.85,2026,2,Feb,1,Tuesday,36.55,33.33,62.66
INV-094579246,2026-02-25,3245,Kwik Spirits #1191 / Fort Dodge,818 Elm Rd,Davenport,Scott,51171,1031200,Canadian Whiskies,865,Heaven Hill Brands,82985,Johnnie Walker Black Label,24,1000,40.98,61.47,5,307.35,5.0,1.32,2026,2,Feb,1,Wednesday,20.49,33.33,61.47
INV-085304172,2026-03-19,2978,Hy-Vee #3 Food & Drugstore / Davenport,9078 Park Blvd,Mason City,Cerro Gordo,51425,1041200,Mixto Tequila,744,Heaven Hill Brands,55926,Jack Daniels Tennessee Whiskey,6,375,68.44,102.66,11,1129.26,4.12,1.09,2026,3,Mar,1,Thursday,34.22,33.33,274.09
INV-059794063,2026-03-09,3447,Hy-Vee #3 Food & Drugstore / Davenport,2120 Park Blvd,Council Bluffs,Pottawattamie,52526,1012200,Tennessee Whiskies,606,Heaven Hill Brands,16859,Hennessy Cognac,6,1750,104.5,156.75,10,1567.5,17.5,4.62,2026,3,Mar,1,Monday,52.25,33.33,89.57
INV-082713899,2026-02-10,7931,Hy-Vee #3 / Bdi / Des Moines,599 Park Blvd,Iowa City,Johnson,50043,1082200,American Schnapps,403,Southern Glazer'S Wine And Spirits Of Iowa,68839,Bacardi Superior Rum,12,375,101.4,152.1,5,760.5,1.88,0.5,2026,2,Feb,1,Tuesday,50.7,33.33,404.52
INV-059119994,2026-04-21,9257,Sam'S Club 6472 / Council Bluffs,6082 Main St,Coralville,Johnson,50291,1062300,Whiskey Liqueur,483,Beam Suntory,36089,Tito'S Handmade Vodka,6,750,44.66,66.99,2,133.98,1.5,0.4,2026,4,Apr,2,Tuesday,22.33,33.33,89.32
INV-066807216,2026-03-29,1884,Kwik Spirits #1191 / Fort Dodge,5782 Park Blvd,Cedar Rapids,Linn,52344,1011100,American Vodkas,163,Southern Glazer'S Wine And Spirits Of Iowa,58944,Black Velvet,12,1750,97.74,146.61,6,879.66,10.5,2.77,2026,3,Mar,1,Sunday,48.87,33.33,83.78
INV-086123950,2026-01-17,5347,Hy-Vee #3 Food & Drugstore / Davenport,1027 Park Blvd,Council Bluffs,Pottawattamie,51083,1051100,Spiced Rum,849,Diageo Americas,57889,Captain Morgan Spiced Rum,24,750,41.53,62.3,8,498.4,6.0,1.59,2026,1,Jan,1,Saturday,20.77,33.34,83.07
INV-086862400,2026-01-28,2309,Costco Wholesale #788 / Wdm,8696 Park Blvd,Ames,Story,51781,1041100,100% Agave Tequila,861,Brown Forman,49366,Jameson Irish Whiskey,12,375,87.69,131.53,2,263.06,0.75,0.2,2026,1,Jan,1,Wednesday,43.84,33.33,350.75
INV-053254231,2026-04-19,9108,I-80 Liquor / Council Bluffs,4422 Park Blvd,Dubuque,Dubuque,51622,1032100,Irish Whiskies,660,Beam Suntory,10906,Malibu Coconut Rum,6,1750,68.01,102.02,4,408.08,7.0,1.85,2026,4,Apr,2,Sunday,34.01,33.34,58.3
INV-042797531,2026-02-17,1097,Wall To Wall Wine And Spirits / West Des Moines,1742 Oak Ave,Des Moines,Polk,50672,1071000,Cocktails/Rtd,126,Southern Glazer'S Wine And Spirits Of Iowa,89098,Johnnie Walker Black Label,24,1750,13.83,20.75,5,103.75,8.75,2.31,2026,2,Feb,1,Tuesday,6.92,33.35,11.86
INV-074298074,2026-02-16,4484,Wilkie Liquors,2283 Oak Ave,Ankeny,Polk,52317,1082200,American Schnapps,981,Southern Glazer'S Wine And Spirits Of Iowa,63067,Captain Morgan Spiced Rum,24,750,85.8,128.7,12,1544.4,9.0,2.38,2026,2,Feb,1,Monday,42.9,33.33,171.6
INV-071765566,2026-02-07,7161,Wall To Wall Wine And Spirits / West Des Moines,9827 Oak Ave,Des Moines,Polk,51058,1071000,Imported Cordials & Liqueurs,269,Pernod Ricard Usa,67579,Jose Cuervo Especial Gold,6,1000,92.4,138.6,7,970.2,7.0,1.85,2026,2,Feb,1,Saturday,46.2,33.33,138.6
INV-041983879,2026-03-02,3987,Wall To Wall Wine And Spirits / West Des Moines,455 Main St,Dubuque,Dubuque,51030,1011200,Imported Vodkas,805,Southern Glazer'S Wine And Spirits Of Iowa,10017,Maker'S Mark Bourbon,24,1000,19.89,29.84,3,89.52,3.0,0.79,2026,3,Mar,1,Monday,9.95,33.34,29.84
INV-076389996,2026-01-09,2156,I-80 Liquor / Council Bluffs,9782 Oak Ave,Dubuque,Dubuque,52491,1082200,American Schnapps,109,Southern Glazer'S Wine And Spirits Of Iowa,98167,Crown Royal Canadian Whisky,12,1000,19.61,29.41,5,147.05,5.0,1.32,2026,1,Jan,1,Friday,9.8,33.32,29.41
INV-017728115,2026-03-03,8250,Costco Wholesale #788 / Wdm,5401 Park Blvd,Dewitt,Clinton,52329,1011400,American Flavored Vodka,806,Diageo Americas,89868,Malibu Coconut Rum,24,1000,43.35,65.03,7,455.21,7.0,1.85,2026,3,Mar,1,Tuesday,21.68,33.34,65.03
INV-048164274,2026-03-21,5028,Hiway 20 Liquor And Tobacco / Webster City,3597 Oak Ave,West Des Moines,Polk,50755,1012100,Straight Bourbon Whiskies,892,Southern Glazer'S Wine And Spirits Of Iowa,66688,Jim Beam Bourbon,6,375,86.99,130.48,7,913.36,2.62,0.69,2026,3,Mar,1,Saturday,43.49,33.33,348.61
INV-065588616,2026-03-22,9294,Benz Distributing,653 Park Blvd,Cedar Falls,Black Hawk,51646,1062300,Whiskey Liqueur,405,Brown Forman,72671,Grey Goose Vodka,12,1750,28.94,43.41,2,86.82,3.5,0.92,2026,3,Mar,1,Sunday,14.47,33.33,24.81
INV-054970734,2026-01-04,6131,I-80 Liquor / Council Bluffs,2876 Elm Rd,Des Moines,Polk,50555,1071000,Cocktails/Rtd,745,Pernod Ricard Usa,47704,Smirnoff Vodka,6,375,47.59,71.39,1,71.39,0.38,0.1,2026,1,Jan,1,Sunday,23.8,33.34,187.87
INV-096973592,2026-01-11,8116,Casey'S General Store #2212 / Cedar Rapids,7853 Elm Rd,Ames,Story,52074,1031200,Canadian Whiskies,271,Luxco Inc,66102,Fireball Cinnamon Whiskey,12,750,34.98,52.47,11,577.17,8.25,2.18,2026,1,Jan,1,Sunday,17.49,33.33,69.96
INV-042898142,2026-02-28,7632,Sam'S Club 8162 / Cedar Rapids,3227 Elm Rd,Davenport,Scott,52599,1082200,American Schnapps,967,E & J Gallo Winery,62892,Tito'S Handmade Vodka,6,1750,5.11,7.67,1,7.67,1.75,0.46,2026,2,Feb,1,Saturday,2.56,33.38,4.38
INV-096662893,2026-04-24,4422,Another Round / Dewitt,1811 Oak Ave,Iowa City,Johnson,52405,1071000,Imported Cordials & Liqueurs,815,Luxco Inc,84807,Jameson Irish Whiskey,12,1750,40.2,60.3,8,482.4,14.0,3.7,2026,4,Apr,2,Friday,20.1,33.33,34.46
INV-077925726,2026-03-28,8000,Hiway 20 Liquor And Tobacco / Webster City,663 Elm Rd,Mason City,Cerro Gordo,51285,1033100,Single Malt Scotch,114,Luxco Inc,46974,Evan Williams Bourbon,12,375,73.25,109.88,12,1318.56,4.5,1.19,2026,3,Mar,1,Saturday,36.63,33.34,293.01
INV-089252562,2026-03-18,5214,Sam'S Club 6472 / Council Bluffs,6342 Main St,Davenport,Scott,50536,1012200,Tennessee Whiskies,203,Beam Suntory,30571,Patron Silver,6,750,18.85,28.28,4,113.12,3.0,0.79,2026,3,Mar,1,Wednesday,9.43,33.35,37.71
INV-040598747,2026-04-02,5120,Hiway 20 Liquor And Tobacco / Webster City,366 Main St,Dubuque,Dubuque,52867,1051200,Rum,174,Diageo Americas,33914,Jim Beam Bourbon,24,1000,37.09,55.64,6,333.84,6.0,1.59,2026,4,Apr,2,Thursday,18.55,33.34,55.64
INV-031691652,2026-03-29,6587,Wall To Wall Wine And Spirits / West Des Moines,6615 Park Blvd,Iowa City,Johnson,52065,1071000,Cocktails/Rtd,812,Hy-Vee Inc,74447,Captain Morgan Spiced Rum,12,1000,38.47,57.7,11,634.7,11.0,2.91,2026,3,Mar,1,Sunday,19.23,33.33,57.7
INV-083287740,2026-01-09,8914,Maverik #5266 / Des Moines,1047 Elm Rd,Coralville,Johnson,52693,1041100,Gin,659,Pernod Ricard Usa,48027,Jose Cuervo Especial Gold,6,750,55.95,83.93,11,923.23,8.25,2.18,2026,1,Jan,1,Friday,27.98,33.34,111.91
INV-096226007,2026-01-09,7063,Central City 2,6666 Elm Rd,Waterloo,Black Hawk,51916,1032100,Irish Whiskies,865,Beam Suntory,85360,Black Velvet,24,750,87.77,131.66,10,1316.6,7.5,1.98,2026,1,Jan,1,Friday,43.89,33.34,175.55
INV-093689067,2026-03-18,5412,Marshall Beer Wine Spirits,9395 Park Blvd,Dewitt,Clinton,50790,1051200,Rum,794,Beam Suntory,80985,Tito'S Handmade Vodka,24,1000,53.41,80.11,8,640.88,8.0,2.11,2026,3,Mar,1,Wednesday,26.7,33.33,80.11
INV-017966355,2026-01-31,3305,Kwik Spirits #1191 / Fort Dodge,6935 Main St,Dewitt,Clinton,51574,1011100,American Vodkas,510,Hy-Vee Inc,27355,Captain Morgan Spiced Rum,6,1750,9.41,14.12,9,127.08,15.75,4.16,2026,1,Jan,1,Saturday,4.71,33.36,8.07
INV-054364861,2026-01-01,9179,Costco Wholesale #788 / Wdm,8664 Park Blvd,Iowa City,Johnson,51321,1041100,100% Agave Tequila,435,Heaven Hill Brands,56985,Malibu Coconut Rum,24,1750,62.52,93.78,5,468.9,8.75,2.31,2026,1,Jan,1,Thursday,31.26,33.33,53.59
INV-017020005,2026-04-24,7331,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,8681 Park Blvd,Sioux City,Woodbury,51383,1033100,Single Malt Scotch,633,Hy-Vee Inc,64385,Absolut Vodka,12,1750,35.49,53.23,1,53.23,1.75,0.46,2026,4,Apr,2,Friday,17.74,33.33,30.42
INV-044273033,2026-04-14,6326,Benz Distributing,1845 Oak Ave,Dewitt,Clinton,50718,1041100,Gin,362,Luxco Inc,49654,Fireball Cinnamon Whiskey,6,1000,51.82,77.73,6,466.38,6.0,1.59,2026,4,Apr,2,Tuesday,25.91,33.33,77.73
INV-037057075,2026-02-03,9671,Maverik #5266 / Des Moines,6760 Park Blvd,Coralville,Johnson,50070,1012100,Straight Bourbon Whiskies,624,E & J Gallo Winery,40589,Evan Williams Bourbon,12,1750,4.08,6.12,4,24.48,7.0,1.85,2026,2,Feb,1,Tuesday,2.04,33.33,3.5
INV-036036342,2026-04-18,1746,Casey'S General Store #2212 / Cedar Rapids,4987 Elm Rd,Dewitt,Clinton,50631,1011400,American Flavored Vodka,317,Sazerac Company Inc,77199,Black Velvet,6,1750,115.15,172.73,7,1209.11,12.25,3.24,2026,4,Apr,2,Saturday,57.58,33.34,98.7
INV-039976031,2026-03-24,1498,Wall To Wall Wine And Spirits / West Des Moines,4654 Main St,Des Moines,Polk,50871,1082200,American Schnapps,375,Sazerac Company Inc,97552,Malibu Coconut Rum,24,375,74.74,112.11,9,1008.99,3.38,0.89,2026,3,Mar,1,Tuesday,37.37,33.33,298.52
INV-075361170,2026-03-16,3210,Sam'S Club 6472 / Council Bluffs,4568 Elm Rd,Dubuque,Dubuque,50627,1011100,American Vodkas,668,Diageo Americas,45222,Evan Williams Bourbon,24,1750,59.98,89.97,10,899.7,17.5,4.62,2026,3,Mar,1,Monday,29.99,33.33,51.41
INV-072282219,2026-01-15,4352,Sam'S Club 6344 / Windsor Heights,5898 Park Blvd,Sioux City,Woodbury,52832,1012200,Tennessee Whiskies,603,E & J Gallo Winery,49210,Absolut Vodka,12,375,40.52,60.78,1,60.78,0.38,0.1,2026,1,Jan,1,Thursday,20.26,33.33,159.95
INV-088447306,2026-03-07,9986,Costco Wholesale #788 / Wdm,839 Oak Ave,Dubuque,Dubuque,52695,1011100,American Vodkas,542,Brown Forman,10142,Jack Daniels Tennessee Whiskey,24,1000,5.69,8.54,6,51.24,6.0,1.59,2026,3,Mar,1,Saturday,2.85,33.37,8.54
INV-028778677,2026-01-22,6441,Benz Distributing,8629 Elm Rd,Council Bluffs,Pottawattamie,52501,1071000,Imported Cordials & Liqueurs,961,Sazerac Company Inc,12301,Jack Daniels Tennessee Whiskey,12,375,109.67,164.5,10,1645.0,3.75,0.99,2026,1,Jan,1,Thursday,54.83,33.33,438.67
INV-099253164,2026-03-01,8533,Hy-Vee #3 Food & Drugstore / Davenport,7819 Elm Rd,Dewitt,Clinton,52182,1012200,Tennessee Whiskies,547,Hy-Vee Inc,70329,Fireball Cinnamon Whiskey,6,750,69.15,103.73,8,829.84,6.0,1.59,2026,3,Mar,1,Sunday,34.58,33.34,138.31
INV-080153033,2026-02-16,3604,Hy-Vee #3 Food & Drugstore / Davenport,3400 Main St,Cedar Rapids,Linn,52052,1031100,Blended Whiskies,634,Diageo Americas,26926,Woodford Reserve,24,1750,34.64,51.96,11,571.56,19.25,5.09,2026,2,Feb,1,Monday,17.32,33.33,29.69
INV-042842080,2026-04-18,4600,Maverik #5266 / Des Moines,2857 Park Blvd,Coralville,Johnson,50128,1011400,American Flavored Vodka,854,Beam Suntory,94256,Woodford Reserve,6,1000,69.97,104.95,3,314.85,3.0,0.79,2026,4,Apr,2,Saturday,34.98,33.33,104.95
INV-038157130,2026-02-16,2616,Marshall Beer Wine Spirits,7365 Oak Ave,Iowa City,Johnson,52867,1051200,Rum,102,Hy-Vee Inc,60324,Grey Goose Vodka,12,1750,37.58,56.37,9,507.33,15.75,4.16,2026,2,Feb,1,Monday,18.79,33.33,32.21
INV-072913088,2026-02-21,9861,I-80 Liquor / Council Bluffs,8302 Oak Ave,Dewitt,Clinton,51208,1051100,Spiced Rum,897,Diageo Americas,29225,Smirnoff Vodka,24,375,111.07,166.6,2,333.2,0.75,0.2,2026,2,Feb,1,Saturday,55.53,33.33,444.27
INV-013141174,2026-04-24,7887,Sam'S Club 8162 / Cedar Rapids,2602 Oak Ave,Dewitt,Clinton,50547,1032100,Irish Whiskies,571,Heaven Hill Brands,28928,Jameson Irish Whiskey,12,1000,76.06,114.09,10,1140.9,10.0,2.64,2026,4,Apr,2,Friday,38.03,33.33,114.09
INV-073287194,2026-01-29,1927,Kwik Spirits #1191 / Fort Dodge,688 Park Blvd,Cedar Rapids,Linn,51296,1033100,Single Malt Scotch,943,E & J Gallo Winery,45747,Woodford Reserve,6,375,106.47,159.7,4,638.8,1.5,0.4,2026,1,Jan,1,Thursday,53.23,33.33,425.87
INV-053347060,2026-04-22,5251,Kwik Spirits #1191 / Fort Dodge,1256 Park Blvd,Ames,Story,51724,1051200,Rum,608,Sazerac Company Inc,51151,Maker'S Mark Bourbon,12,1000,118.19,177.28,10,1772.8,10.0,2.64,2026,4,Apr,2,Wednesday,59.09,33.33,177.28
INV-079013190,2026-02-10,2086,Maverik #5266 / Des Moines,5879 Main St,Dubuque,Dubuque,51313,1012200,Tennessee Whiskies,605,Diageo Americas,88974,Maker'S Mark Bourbon,12,375,90.75,136.12,8,1088.96,3.0,0.79,2026,2,Feb,1,Tuesday,45.37,33.33,362.99
INV-038198860,2026-01-08,9282,Hy-Vee #3 Food & Drugstore / Davenport,4418 Park Blvd,Dubuque,Dubuque,51684,1051200,Rum,310,Heaven Hill Brands,78829,Woodford Reserve,6,1750,50.68,76.02,9,684.18,15.75,4.16,2026,1,Jan,1,Thursday,25.34,33.33,43.44
INV-024599424,2026-01-03,3955,Casey'S General Store #2212 / Cedar Rapids,1976 Main St,Des Moines,Polk,52589,1062300,Whiskey Liqueur,970,Beam Suntory,53743,Black Velvet,6,750,72.66,108.99,11,1198.89,8.25,2.18,2026,1,Jan,1,Saturday,36.33,33.33,145.32
INV-078550839,2026-04-05,3192,Hiway 20 Liquor And Tobacco / Webster City,535 Park Blvd,Waterloo,Black Hawk,50029,1012100,Straight Bourbon Whiskies,511,Diageo Americas,60859,Jose Cuervo Especial Gold,24,1750,94.85,142.27,2,284.54,3.5,0.92,2026,4,Apr,2,Sunday,47.42,33.33,81.3
INV-089118626,2026-04-02,3358,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,6450 Oak Ave,Dewitt,Clinton,50918,1031200,Canadian Whiskies,381,Sazerac Company Inc,77027,Grey Goose Vodka,6,750,59.54,89.31,3,267.93,2.25,0.59,2026,4,Apr,2,Thursday,29.77,33.33,119.08
INV-066468502,2026-03-26,9041,Hy-Vee #3 Food & Drugstore / Davenport,5472 Park Blvd,Ames,Story,52094,1082200,American Schnapps,728,E & J Gallo Winery,64233,Grey Goose Vodka,6,375,86.66,129.99,1,129.99,0.38,0.1,2026,3,Mar,1,Thursday,43.33,33.33,342.08
INV-069359023,2026-04-21,4868,Wilkie Liquors,1763 Oak Ave,Coralville,Johnson,52696,1041100,Gin,323,Southern Glazer'S Wine And Spirits Of Iowa,23126,Malibu Coconut Rum,24,1000,55.47,83.2,8,665.6,8.0,2.11,2026,4,Apr,2,Tuesday,27.73,33.33,83.2
INV-080437142,2026-02-11,8838,Central City 2,9987 Oak Ave,Sioux City,Woodbury,52116,1011400,American Flavored Vodka,380,Heaven Hill Brands,46720,Grey Goose Vodka,12,375,18.29,27.43,2,54.86,0.75,0.2,2026,2,Feb,1,Wednesday,9.14,33.32,73.15
INV-018575358,2026-02-03,6055,Sam'S Club 8162 / Cedar Rapids,8019 Main St,Council Bluffs,Pottawattamie,52669,1031200,Canadian Whiskies,818,Pernod Ricard Usa,23422,Maker'S Mark Bourbon,6,750,116.72,175.08,5,875.4,3.75,0.99,2026,2,Feb,1,Tuesday,58.36,33.33,233.44
INV-025278116,2026-04-07,6313,Wilkie Liquors,6547 Main St,Cedar Falls,Black Hawk,50154,1062300,Whiskey Liqueur,696,Heaven Hill Brands,93737,Fireball Cinnamon Whiskey,12,750,65.92,98.88,8,791.04,6.0,1.59,2026,4,Apr,2,Tuesday,32.96,33.33,131.84
INV-094230088,2026-02-26,5374,Kwik Spirits #1191 / Fort Dodge,5951 Park Blvd,Dubuque,Dubuque,52099,1071000,Cocktails/Rtd,398,Pernod Ricard Usa,44524,Fireball Cinnamon Whiskey,6,750,77.92,116.88,5,584.4,3.75,0.99,2026,2,Feb,1,Thursday,38.96,33.33,155.84
INV-012905672,2026-02-22,2087,Hy-Vee #3 Food & Drugstore / Davenport,7177 Oak Ave,Dubuque,Dubuque,50552,1033100,Single Malt Scotch,727,Sazerac Company Inc,51851,Jack Daniels Tennessee Whiskey,24,1750,103.25,154.88,5,774.4,8.75,2.31,2026,2,Feb,1,Sunday,51.63,33.34,88.5
INV-059130598,2026-03-03,8422,Casey'S General Store #2212 / Cedar Rapids,2724 Oak Ave,Coralville,Johnson,52714,1012200,Tennessee Whiskies,549,Pernod Ricard Usa,40608,Captain Morgan Spiced Rum,12,375,71.34,107.01,8,856.08,3.0,0.79,2026,3,Mar,1,Tuesday,35.67,33.33,285.36
INV-085055974,2026-01-14,7034,Hiway 20 Liquor And Tobacco / Webster City,5085 Oak Ave,Iowa City,Johnson,50929,1041100,Gin,332,Southern Glazer'S Wine And Spirits Of Iowa,32944,Fireball Cinnamon Whiskey,24,750,100.18,150.27,6,901.62,4.5,1.19,2026,1,Jan,1,Wednesday,50.09,33.33,200.36
INV-043210689,2026-02-08,8091,Sam'S Club 8162 / Cedar Rapids,6474 Main St,Iowa City,Johnson,51912,1012100,Straight Bourbon Whiskies,312,Diageo Americas,49307,Maker'S Mark Bourbon,24,1000,89.58,134.37,9,1209.33,9.0,2.38,2026,2,Feb,1,Sunday,44.79,33.33,134.37
INV-094851039,2026-02-07,6844,Casey'S General Store #2212 / Cedar Rapids,9025 Elm Rd,Dewitt,Clinton,52664,1032100,Irish Whiskies,184,Luxco Inc,92196,Hennessy Cognac,24,750,17.75,26.62,12,319.44,9.0,2.38,2026,2,Feb,1,Saturday,8.87,33.32,35.49
INV-032224418,2026-03-04,2260,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,8515 Main St,Mason City,Cerro Gordo,51657,1071000,Imported Cordials & Liqueurs,678,Beam Suntory,82327,Black Velvet,6,1750,42.72,64.08,3,192.24,5.25,1.39,2026,3,Mar,1,Wednesday,21.36,33.33,36.62
INV-017861618,2026-01-10,5180,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,9315 Oak Ave,Cedar Falls,Black Hawk,52843,1041200,Mixto Tequila,598,Southern Glazer'S Wine And Spirits Of Iowa,68949,Patron Silver,24,1000,59.36,89.04,12,1068.48,12.0,3.17,2026,1,Jan,1,Saturday,29.68,33.33,89.04
INV-037015665,2026-02-06,1469,Benz Distributing,2583 Park Blvd,Mason City,Cerro Gordo,52599,1011100,American Vodkas,456,E & J Gallo Winery,13875,Jose Cuervo Especial Gold,12,1750,80.91,121.36,4,485.44,7.0,1.85,2026,2,Feb,1,Friday,40.45,33.33,69.35
INV-026524119,2026-03-15,7185,Wall To Wall Wine And Spirits / West Des Moines,6907 Park Blvd,Iowa City,Johnson,51784,1075300,Brandy,179,Diageo Americas,10196,Maker'S Mark Bourbon,12,750,47.43,71.14,8,569.12,6.0,1.59,2026,3,Mar,1,Sunday,23.71,33.33,94.85
INV-027936791,2026-01-18,4607,Sam'S Club 6344 / Windsor Heights,4501 Main St,Mason City,Cerro Gordo,50297,1011400,American Flavored Vodka,313,Southern Glazer'S Wine And Spirits Of Iowa,67372,Absolut Vodka,6,750,19.16,28.74,3,86.22,2.25,0.59,2026,1,Jan,1,Sunday,9.58,33.33,38.32
INV-092445680,2026-02-24,2182,Sam'S Club 6472 / Council Bluffs,5464 Oak Ave,West Des Moines,Polk,52604,1051200,Rum,411,Brown Forman,46186,Smirnoff Vodka,6,375,58.76,88.14,8,705.12,3.0,0.79,2026,2,Feb,1,Tuesday,29.38,33.33,235.04
INV-018411037,2026-04-15,8502,Marshall Beer Wine Spirits,5081 Park Blvd,Cedar Rapids,Linn,51477,1032100,Irish Whiskies,544,Luxco Inc,50261,Tito'S Handmade Vodka,6,750,32.08,48.12,6,288.72,4.5,1.19,2026,4,Apr,2,Wednesday,16.04,33.33,64.16
INV-060950398,2026-01-18,4574,Central City 2,1189 Elm Rd,Dewitt,Clinton,52634,1032100,Irish Whiskies,490,Diageo Americas,90260,Maker'S Mark Bourbon,6,1750,60.54,90.81,3,272.43,5.25,1.39,2026,1,Jan,1,Sunday,30.27,33.33,51.89
INV-022439507,2026-03-23,5892,Wall To Wall Wine And Spirits / West Des Moines,836 Main St,Sioux City,Woodbury,50887,1011400,American Flavored Vodka,978,Hy-Vee Inc,81771,Johnnie Walker Black Label,12,1750,102.62,153.93,5,769.65,8.75,2.31,2026,3,Mar,1,Monday,51.31,33.33,87.96
INV-044335308,2026-02-11,7542,Costco Wholesale #788 / Wdm,7982 Oak Ave,Davenport,Scott,50740,1011100,American Vodkas,646,Heaven Hill Brands,80247,Black Velvet,12,750,94.31,141.47,11,1556.17,8.25,2.18,2026,2,Feb,1,Wednesday,47.16,33.34,188.63
INV-047043197,2026-01-30,7192,Hy-Vee #3 Food & Drugstore / Davenport,1471 Elm Rd,Des Moines,Polk,52813,1075300,Brandy,593,Brown Forman,48326,Jack Daniels Tennessee Whiskey,6,750,32.94,49.41,6,296.46,4.5,1.19,2026,1,Jan,1,Friday,16.47,33.33,65.88
INV-080596261,2026-03-16,9471,Sam'S Club 8162 / Cedar Rapids,7744 Elm Rd,Davenport,Scott,50876,1012200,Tennessee Whiskies,165,Diageo Americas,27565,Jim Beam Bourbon,24,1000,94.56,141.84,8,1134.72,8.0,2.11,2026,3,Mar,1,Monday,47.28,33.33,141.84
INV-068444670,2026-04-22,7961,Hy-Vee #3 / Bdi / Des Moines,1652 Oak Ave,Council Bluffs,Pottawattamie,50213,1011100,American Vodkas,815,E & J Gallo Winery,79250,Malibu Coconut Rum,6,1000,54.85,82.28,11,905.08,11.0,2.91,2026,4,Apr,2,Wednesday,27.43,33.34,82.28
INV-088154594,2026-04-13,2381,Central City 2,5417 Main St,Waterloo,Black Hawk,50266,1031100,Blended Whiskies,356,Sazerac Company Inc,39994,Jim Beam Bourbon,6,1750,13.49,20.23,4,80.92,7.0,1.85,2026,4,Apr,2,Monday,6.74,33.32,11.56
INV-083657703,2026-02-25,8472,Sam'S Club 6472 / Council Bluffs,1694 Main St,Waterloo,Black Hawk,52520,1033100,Single Malt Scotch,787,Hy-Vee Inc,63135,Jim Beam Bourbon,12,375,96.52,144.78,2,289.56,0.75,0.2,2026,2,Feb,1,Wednesday,48.26,33.33,386.08
INV-096210035,2026-03-22,9977,Sam'S Club 6472 / Council Bluffs,137 Oak Ave,Sioux City,Woodbury,51753,1041100,Gin,941,Luxco Inc,85784,Jose Cuervo Especial Gold,12,1000,101.24,151.86,7,1063.02,7.0,1.85,2026,3,Mar,1,Sunday,50.62,33.33,151.86
INV-064256762,2026-03-26,1544,Another Round / Dewitt,964 Oak Ave,West Des Moines,Polk,50800,1012200,Tennessee Whiskies,155,Heaven Hill Brands,34250,Absolut Vodka,24,750,90.06,135.09,1,135.09,0.75,0.2,2026,3,Mar,1,Thursday,45.03,33.33,180.12
INV-022828052,2026-03-06,2570,Costco Wholesale #788 / Wdm,4839 Oak Ave,Dewitt,Clinton,50112,1082200,American Schnapps,513,Heaven Hill Brands,63589,Tito'S Handmade Vodka,6,1000,23.1,34.65,12,415.8,12.0,3.17,2026,3,Mar,1,Friday,11.55,33.33,34.65
